words;level
cote de popularité;B2
côté jardin;B2
coteau;B2
côtelette;B2
coter;B2
côtes-du-Rhône;B2
côtier;B2
cotisation;B2
cotisations sociales;B2
cotiser;B2
coton;A1
coton-tige;B2
cou;A2
couche;B2
couché;A1
couché (être - );A2
coucher (se);A1.1
couchette;B2
coude;B2
couette;B1
couler;B2
couleur;A1.1
couleuvre;B2
coulisse;B2
couloir;A2
coup;A2
coupe;B2
couper;A2
couper (se);A2
couper les cheveux (se faire);B2
couple;A1
coupon;B2
coupure;B1
cour;A2
courage;A1
courageux;A2
couramment;B1
courant;B1
courbe;B1
courbé;B2
courber (se);B2
coureur;B2
courir;A1.1
courriel;A1
courrier;A1
courrier électronique;B2
cours;A1.1
cours de dessin;A1.1
cours élémentaire;B2
cours moyen;B2
cours préparatoire;B2
course;A2
course à pied;B2
courses (faire des - );A2
courses (faire les -);A1.1
court;A1
court métrage;B2
couscous;A2
cousin;B2
coût;B1
couteau;A1
coûter;A1.1
couture;B2
couvent;B2
couvert;B2
couverts;A2
couverture;B2
couverture sociale;B2
covoiturage;B1
crabe;B1
craie;B2
craindre;B2
crainte;B2
craintif;B2
crâne;B2
crânien;B2
crayon;A1.1
crayons de couleur;A1
créatif;B2
créativité;B2
crèche;A1
crédits;B2
créer;A2
crème;A1
crème à raser;B2
crème fraîche;B2
crémerie;B1
crémeux;B2
crémier;B2
crêpes;A2
crépu;B2
crépuscule;B2
crever;B2
crevettes;A2
cri;B1
crier;B1
crise;A1
cristal;B2
cristalliser;B2
critère;B2
critiquer;B1
crocodile;B1
croire;A1
croisé;B2
croisement;B2
croisière;B1
croissance;B1
croissant;A1.1
croître;B2
croix;B1
croyance;B2
croyant;B2
cru;B1
cruauté;B2
crucial;B2
cruel;B2
crustacé;B2
cube;B1
cube (mètre cube);B2
cubique;B2
cueillette;B2
cueillir;B2
cuillère;A1
cuillerée;B2
cuir;A1
cuire;A2
cuisine;A1.1
cuisiner;A2
cuisinier;B1
cuisinière;A1
cuisse;B2
cuisson;B1
cuit;B2
cuit (bien);B1
cuit à l'eau;B2
cuivre;B2
cuivré;B2
cul;B2
culotte;B2
culpabilité;B2
culte;B2
cultiver;B1
culture;B1
culture/ culturel;A2
curé;B2
curieusement;B2
curieux;B1
curiosité;B1
curriculum vitae (CV);B1
curry;B2
cybersécurité;B2
cycle;B2
cylindre;B2
cylindrique;B2
cyprès;B2
d'abord;A1
d'accord;A1
dames;B2
danger;A1
dangereux;B1
dans;A1.1
dans le bon sens;B2
dans le mauvais sens;B2
dans le passé;B2
dans quelques instants;B1
dans un premier temps;B1
danse;A2
danser;A1.1
danseur;A2
d'après;B1
date;A1
date de naissance;A1.1
date de validité;B1
datte;B2
dattier;B2
d'aujourd'hui;B2
dauphin;A2
daurade;B2
d'autre part;B2
davantage;B1
de ce côté-ci;B2
de ce côté-là;B2
de façon à ;B2
de force;B2
de moins;B2
de nos jours;B2
de nouveau;B2
de plus;B1
de temps en temps;B1
de travers;B2
de ville;B2
de…à…;A1
DEA;B2
débarquer;B2
débarras;B2
débat;B1
déboucher;B2
debout (être -);B1
débranchement;B2
débrancher;A2
débrouiller (se);B1
début;A2
débutant;A2
débuter;B2
décamper;B2
décédé;B2
décéder;B2
décembre;A1.1
déception;B2
décès;B1
décevoir;B1
décharger;B1
déchet;B1
déchetterie;B2
déchirer un muscle/tendon (se);B2
déchirure;B2
décider;A1
décimal;B2
décimètre;B2
décisif;B2
déclamer;B2
déclaration;A2
déclarer;A2
déclinaison;B2
décolorer;B1
décommander;B2
déconcertant;B2
déconcerter;B2
décoration;B1
décorer;B1
découler;B2
découper;B2
découragement;B2
découvrir;A2
décret;B2
décreter;B2
décrire;A2
décrochage;B2
décrocher;B1
décroissant;B2
décroître;B2
déçu;B1
dedans;A1
déductif;B2
déduction;B2
déduire;B1
défaire;B2
défaut;B1
défendre le pouvoir d'achat;B2
défier;B2
défilé;B2
défiler;B2
définir;B2
définitif;B2
définition;B2
définitivement;B1
dégagement;B2
dégager;B2
dégourdi;B2
dégoût;B1
dégoûtant;B1
dégoûté;B1
dégoûter;B1
degré ;A1
déguerpir;B2
déguisé;B1
déguisement;B1
déguster;B2
dehors;A1
déjeuner (n. + v.);A1.1
délégué syndical;B1
délicatement;B1
délicatesse;B2
délicieux;A2
délinquant;B2
délivrer;B1
delta;B2
demain;A1.1
demande;A2
demande d'asile;B2
demande d'emploi;B1
demander;A1.1
demandeur d'asile;B1
demandeur d'emploi;B1
démarche;B2
démarrage;B2
démarrer;B1
déménagement;A2
déménager;A2
démentir;B2
demeurer;B1
demi;A1
demi-douzaine;B2
demie;B2
demi-finale;B2
demi-frère/sœur;B1
demi-heure;A2
demi-pension;B1
demi-pression;B2
démission;B1
démissionner;B2
demi-tour;B1
démocrate;B2
démocratie;A1
démodé;B2
démonter;B1
dénombrement;B2
dénombrer;B2
dénommer (se);B2
dénoncer;B2
dénonciation;B2
denrée;B2
densité;B2
dent;A1
dentaire;B2
dentier;B2
dentifrice;A1
dentiste;A1
déodorant;B1
dépannage;B1
dépanner;B1
dépanneuse;B2
départ;A1.1
département;A2
départemental;B2
dépassement;B2
dépasser;B1
dépêche;B2
dépenser;B1
dépité;B2
déplacement;B1
déplacer (se);B1
déplaire;B2
déplorable;B2
déposer (un dossier);B1
dépôt;B2
déprécier;B2
dépressif;B2
dépression;B1
déprime;B2
déprimé;B1
déprimer;B2
depuis;A1
député;A1
déranger;B1
dérisoire;B2
dérivée;B2
dermatologie;B2
dermatologique;B2
dermatologue;B2
dernier;A1.1
déroulement;B2
dérouler (se);B2
déroutant;B2
dérouter;B2
derrière;A1.1
dés;B2
désaccord;B1
désagréable;B1
descendant;B2
descendre;A1.1
descente;B1
désert;A2
désertique;B1
désespéré;B1
désespérer;B1
désespoir;B1
déshabiller (se);B1
désignation;B2
désigner;B2
désodoriser;B2
désordonné;B1
desséché;B2
dessécher;B2
dessert;A1.1
dessin;A1.1
dessinateur;B2
dessiner;A1
dessous;B1
dessous de verre;B2
dessus;B1
destinataire;A2
destination;B1
destruction;B1
détaché;B2
détacher;B1
détail;B2
détaler;B2
détendre (se);B2
détente;B2
détergent;B2
déterminant;B2
détester;A2
détour;B2
détourner (se);B2
détourner les yeux/le regard;B1
détresse;B2
détruire;B1
deux;A1
deuxième;A1
dévaler;B2
devant;A1.1
développement  ;B1
développement durable;B1
développer;B1
devenir;A2
déviation;B2
deviner;B1
devinette;B2
devoir (verbe);A1.1
devoirs (les);A1
dévorer;B2
d'habitude;B1
diabète;B2
diabétique;B2
diagnostic;B2
diagonale;B2
diagramme;B2
dialecte;B2
dialogue;A2
diamètre;B2
d'ici (+ temps);B2
dictature;B1
dictionnaire;A1
diesel;B2
diététique;B1
différence;A1
différent;A1
difficile;A1.1
diffuser;B2
diffusion;B2
digérer;B1
digestif;B1
digestion;B1
digicode;B2
digital;B2
digue;B2
diluer;B2
dimanche;A1.1
dimension;B1
diminuer;B1
dinde;B2
dindon;B2
dîner (n. + v.);A1.1
diplôme;A1
dire;A1.1
direct;A2
directeur (sauf Prim);A1
directeur des ressources humaines (DRH);B2
direction;A1
direction des ressources humaines;B2
diriger (se);B1
discernable;B2
discerner;B2
discipline;B2
discothèque;A2
discours;B1
discret;B1
discrétion;B1
discursif;B2
discussion;B1
discuter;A2
disjoindre;B2
disjoint;B2
disjonction;B2
disparaître;B1
disparition;B1
disperser;B2
disponibilité;B2
disponible;A2
disposer;B2
disposition;B2
dispute;B2
disputer (se);B1
disque;B2
dissertation;B2
dissoudre;B2
distance;A2
distancer;B2
distant;B2
distinction;B2
distinguer;B2
distraction;B2
distraire (se);B1
distrait;B1
distribuer;B1
distributeur;A1
distribution;B1
divan;B1
divers;B2
divisible;B2
division;B1
divorce;A2
divorcé;A1
divorcer;A2
dix;A1
dixième;B2
dizaine;A1
docile;B2
docilité;B2
docteur;A1.1
doctorat;B1
document;B2
documentaire;B1
doigt;A1
dollar;A2
domestique (adj.);A2
domicile;A2
dominer;B2
dominos;A2
don;B1
donc;B1
données;B2
donner;A2
donner à manger;A2
donner un conseil;A2
doré;B1
dormir;A1
dos;A2
dossier;A2
douane;A1
douanier;B1
double;B1
doubler;B1
doucement;A2
douceur;B1
douche;A1.1
doucher (se);A1
doué;B2
douleur;B1
doute;B1
douter;B1
doux;A1
douzaine;A1
drague;B2
draguer;B2
dramatique;B1
drap;B1
droit (adj.);A2
droite (n.);A2
droite, à droite;A1.1
droitier;B2
droits;A2
droiture;B2
drôle;A2
du jour;B2
d'un autre côté;B1
d'un autre coté ;B1
d'un côté;B1
d'un coté ;B1
d'un moment à l'autre;B2
d'un seul coup;B2
dune;B2
d'une part;B2
duo;B2
duplex;B2
duplicata;B2
dur;A1
durant;B2
durée;B1
durée de validité;B2
durer;A2
dureté;B2
duty-free;B2
duvet;B2
DVD;A2
dynamique;B1
dynamisme;B2
eau;A1.1
eau gazeuse;B1
eau minérale;B1
éblouir;B2
éblouissement;B2
éboueur;B2
écailler;B2
écart;B2
échalote;B2
échange;B2
échanger;A2
écharpe;A2
échec;B1
échecs;A2
échelle;B2
échographie;B2
échouer;B1
éclair;B2
éclaircir;B2
éclatant;B2
éclater;B1
écluse;B2
école;A1.1
école maternelle;B1
école primaire;B1
école secondaire;B1
écologie;A1
économie;A1
économique;A1
économiser;B1
écosystème;B2
écouler (s');B2
écoute;B2
écouter;A1.1
écouteur;B2
écran;B2
écraser;B2
écrevisse;B2
écrire;A1.1
écriture;B2
écrivain;B1
écumoire;B2
écureuil;B2
éditer;B2
édition;B1
éditorial;B2
éducation;B1
éduquer;B1
effaceur;B2
effet;B1
efficace;B2
effort;B1
effronté;B2
effronterie;B2
égal;A2
égaler;B2
égalité;A1
égaré;B2
égarer;B2
église;A2
égocentrique;B2
égocentrisme;B2
égoïsme;B1
égoïste;B1
égoutter;B2
égouttoir;B2
élaborer;B2
élancer;B2
élasticité;B2
élastique;B2
électeur;B2
élection;A1
élections;B2
électoral;B1
électricien;B2
électricité;A1
électrique;B2
électro-;B2
électroménager;B2
électron;B2
électronique;A1
élégant;A2
élément;B1
élémentaire;B2
éléphant;A1
élevage;B2
élève;A1.1
élever;B1
éliminatoires;B2
éliminer;B2
élire;A2
éloigné;B1
éloignement;B2
éloigner (s');B1
élu;B1
e-mail (sauf Prim);A1
emballer;B2
embarquer;B2
embarrassé;B2
embarrasser;B2
embauche;B2
embaucher;B2
embêter;B2
embouchure;B2
embouteillage;B1
émerveillé;B2
émettre;B2
émeute;B2
émigrant;B2
émigration;B2
émigrer;B1
émission;A2
emménagement;B2
emménager;B1
emmener;A2
emmenthal;B2
empereur;B2
empester;B2
empiler;B2
empirique;B2
emplacement;B1
emploi;A2
emploi-jeune;B2
employé;A2
employer;A2
employeur;B1
emporté;B2
emporter;A2
emporter (s');B2
empoté;B2
emprunt;B1
emprunter;B1
ému;B1
en;A1
en action;B2
en aller ( s');B1
en amont;B2
en arrière;B1
en aval;B2
en avant;B1
en bas;A2
en bas de;B1
en bonne santé;A2
en cas de;B2
en ce moment;B1
en ce temps-là;B2
en concubinage;B2
en conséquence;B2
en conserve;B2
en dehors de;B2
en dernier lieu;B2
en désordre;B2
en différé;B2
en direction de;B1
en face;A1
en fin de compte;B2
en forme;B2
en haut;A2
en l'air;B1
en ligne (sauf Prim);A1
en liquide;B2
en même temps;A1
en même temps que;B2
en morceaux;B2
en permanence;B2
en plus;B2
en premier lieu;B2
en principe;B2
en promotion;B2
en rang;B2
en recommandé;B2
en règle;B2
en travers;B2
en un clin d'œil;B2
en un rien de temps;B2
en vue de;B2
en zigzag;B2
encadrement (management);B2
encadrer;B2
encaisser;B2
enceinte;B2
enchanter;B2
encore;A1.1
encourager;B1
endive;B2
endormir;B1
endroit  ;A1
endroit (à l');B1
énergétique;B2
énergie;B2
énergique;B1
énervé;B1
énervement;B1
énerver;B1
enfance;B1
enfant;A1.1
enfant adoptif;B2
enfant légitime;B2
enfants (avoir des - );A2
enfin;B1
enfoncer (s');B2
engendrer;B2
engloutir;B2
engueulade;B2
engueuler;B2
énième;B2
enjeu;B2
enlèvement;B2
enlever;A2
enneigé;B1
ennemi;B1
ennui;B1
ennuyant;B1
ennuyé;B1
ennuyer;B1
ennuyeux;B1
énorme;B1
enquête;B1
enregistrement (à l'aéroport);A1
enregistrer;A2
enrhumé;B1
enseignant;B2
enseignement  ;B1
enseigner;A2
ensemble;A2
ensoleillé;B1
ensuite;B1
entasser;B2
entendre;A1.1
enthousiasme;B1
entier;A2
entité;B2
entorse;B1
entourer;A2
entraide;B2
entraînement;B1
entraîner (s');B1
entraîneur;B1
entre;B1
entrecôte;B2
entrée;A1
entremets;B2
entrepôt;B2
entreprendre;B2
entreprise;A1
entrer;A1
entretenir;B2
entretien;B1
enveloppe;A1
envelopper;B1
envers (à l');B1
envie;B1
envier;B2
envieux;B2
environ;B1
environnement;B1
environs;B2
envisageable;B2
envisager de;B2
envoi;B1
envoyé spécial;B2
envoyer;A1.1
épagneul;B2
épais;B1
épaisseur;B1
éparpiller;B2
épaule;B1
épée;B2
épeler;A1
épervier;B2
épi;B2
épice;B2
épicé;B1
épicerie;A1
épicier;B2
épidémie;A2
épidémique;B2
épiler (s');B2
épinards;B2
éplucher;B1
éponge;A2
époque;B1
épouse;B1
épouvantable;B2
époux;B1
épreuve;B1
éprouver;B2
épuisé;B1
équateur;B1
équation;B2
équatorial;B1
équidistant;B2
équilibre;B1
équilibré;B1
équipe;A2
équipé;B2
équipement;B1
équitation;B2
équité;B2
équivalence;B2
équivalent;B2
équivaloir à;B2
ère;B2
erreur;A2
escalade;B2
escalader;B2
escalator;B2
escalier;A1
escalier mécanique;B1
escrime;B2
escrimeur;B2
espace;B1
espace fumeur;B1
espace non-fumeur;B2
espadon;B2
espagnol;A2
espèce;B1
espérance;B2
espoir;B1
esprit;B1
esquimau;B2
essayer;A1
essence;A1
essentiel;B1
essentiellement;B2
essui(e );B2
essuie-glace;B2
essuyer (s');B1
est;A1
esthéticien;B2
estime;B2
estimer;B1
estival;B2
estomac;A2
estrade;B2
estuaire;B2
et;A1.1
établissement;B1
étage;A1.1
étalage;B2
étaler (s');B2
étang;B1
étant donné que;B1
Etat;A2
état;A1
état civil;A1
été (n.);A1.1
éteindre;A2
étendre sur (s');B2
éternel;B2
éternellement;B2
éternité;B2
éternuement;B2
éternuer;B1
étoile;B1
étonnant;B1
étonnement;B1
étonner ;B1
étonner (s');B1
étrange;A2
étranger ( adj. );A2
étranger (n.);A2
étrangeté;B2
être;A1.1
être (n.);A2
être âgé de;B2
être causé par;B2
être élu;B2
être employé;B2
être employé (chez/par);B1
être en;B2
être en ballotage;B2
être en bonne santé;B1
être en forme;B1
être en forme de;B2
être en position;B2
être humain;B1
être inscrit;B2
être malade;B2
être provoqué par;B2
être stable;B2
être sur le point de + Vinf;B2
être une partie de;B2
être utile à;B2
étroit;B1
étroitesse d'esprit;B2
études;A2
étudiant;A1
étudier;A1
euro;A2
Europe;A2
européen (n. + adj.);A2
Eurostar;B2
évaluer;B1
évanouissement;B2
évènement;B1
éventualité;B2
éventuel;B2
éventuellement;B2
évêque;B2
évident;B2
éviter;B1
évoluer;B1
évolution;B1
exact;A2
exactement;B1
exactitude;B2
exagération;B2
exagérer;B1
examen;A1
examens;B2
examiner;A2
exaspéré;B2
excellent;A2
excepté;B2
excepter;B2
exception;B1
exceptionnel;A2
excès;B2
excité;B1
exciter;B2
exclamation;B2
exclamer (s');B1
exclure;B2
exclusion;B2
excursion;B1
excuser (s');B2
exécrable;B2
exécuter;B2
exécutif;B2
exercer (s');B1
exercice;A1.1
exiger;B1
existant;B2
existence;B2
exister;B1
exorbitant;B2
expédier;B2
expéditeur;A2
expédition;B2
expérience  ;B1
expérience professionnelle;B1
expérimental;B2
expérimenter;B1
expertise;B2
explication;A1
expliquer;A1
exploit;B1
exploitant agricole;B2
exploitation;B2
exploitation agricole;B1
exporter;B1
exposé;B2
exposer;B1
exposition;A2
express;A2
expresso;B2
exprimer (s');B1
expulser;B2
extérieur;A1
externe;B2
extraire;B2
extraordinaire;A2
extrême droite;B1
extrême gauche;B1
extrémiste;B2
extrémité;B2
fabrique;B2
fabriquer;B2
face;A1
face (en);A1
fâché;B1
fâcher (se );B1
facile;A2
facteur;B1
facture;A2
facultatif;B2
fade;B2
fadeur;B2
faible;A1
faiblesse;B1
faim;A1
faire ;A1.1
faire (+ durée ou mesure);B2
faire (se);B2
faire à dîner;B2
faire attention;A2
faire bouillir;B1
faire carrière;B2
faire connaissance;B1
faire couper les cheveux (se);B1
faire cours;B1
faire cuire;A2
faire de la monnaie;B2
faire demi-tour;B2
faire échec;B2
faire fondre;B1
faire frire;B1
faire grève;A2
faire griller;B1
faire la cuisine;B1
faire la vaisselle;B1
faire la valise;B2
faire la vidange;B2
faire le plein;A2
faire le tour;B1
faire les courses;A2
faire mal;A2
faire marche arrière;B2
faire match nul;B1
faire naturaliser (se);B2
faire partie de;A2
faire souffrir;B1
faire un mouvement;B1
faire un rapport;B2
faire une demande de;B1
faire une pause;B2
faire une piqûre;B1
faire une piqûre;B2
faire une radio;B2
faisan;B2
faisceau;B2
fait  ;B1
fait divers;B1
falaise;B2
falsifié;B2
familal;B1
famille;A1.1
famille nombreuse;B1
fan;B1
farine;A2
fascisme;B2
fasciste;B2
fatigant;B1
fatigué;B1
fatiguer;B2
faubourg;B2
faucon;B2
faune;B2
faute;A2
fauteuil  ;B1
fauteuil roulant;B1
faux (adj.);A1.1
faux (adj.) ;B1
fax;A2
faxer;B1
fédéral;B2
fédération;B2
félicitation;B1
féliciter ;A2
femelle;B1
féminin;A1
femme;A1.1
femme de chambre;B2
femme de ménage;B2
fémur;B2
fendant;B2
fenêtre;A1.1
fer;A2
fermé;A2
ferme (adj);B2
ferme (n.);A2
fermement;B2
fermer;A1.1
fermeté;B2
fermeture;A2
ferry;B2
fesses;B1
fessier;B2
festival;A2
fête;A1.1
fête (faire la - );A2
feu;A1
feu arrière;B2
feuille;A1.1
feuille d'accident;B2
feuille de maladie;B1
feuille de paie;B2
feuille de soins;B1
feutre;B1
février;A1.1
fiançailles;B1
fiancé;B1
fiancer (se);B2
fiasco;B2
fiche;A1
ficher le camp;B2
fichier;B1
fidèle;B2
fidélité;B2
fier;B1
fierté;B1
fièvre (avoir de la - );A2
fiévreux;B1
figue;B2
figuier;B2
figure;B2
figurer;B2
filet;B2
filial;B2
filière;B2
fille;A1.1
film;A1.1
fils;A1.1
filtre;B2
fin;A1.1
final;B1
finale;B1
finalement;B1
finaliste;B2
finalité;B2
finance;B1
financier;B1
finir;A1.1
fixé;B2
fixer;B1
flacon;B2
flan;B2
flanc;B2
fleur;A1.1
fleuriste;A2
fleuve;A1
flexibilité;B2
flexible;B2
flirt;B2
flirter;B2
flocons d'avoine;B2
flop;B2
flore;B2
flou;B1
fluctuation;B2
flûte;B1
fluvial;B2
foie;B2
foie gras;B2
fois;A1.1
folie;B1
foncé;A2
foncer;B2
fonction;B1
fonction publique;B2
fonctionnaire;B1
fonctionnalité;B2
fonctionnel;B2
fonctionner;B2
fond;B1
fondamental;B2
fondateur;B2
fondement;B2
fonder;B2
football;A1.1
footballeur;B2
force;A2
forcé;B2
forces de l'ordre;B2
forestier;B2
forêt;A1.1
forêt-noire;B2
forfait hospitalier;B2
formalité;B1
formalités;B2
formation;B1
formation continue;B2
formation en alternance;B2
formation initiale;B2
forme;A1
forme (avoir la - de);A2
former (se);B1
formidable;A2
formulaire;A1
formule;B2
fort (adj.);A1
fort (adv.);A2
forum;B1
fossé;B2
fou;B1
fouiller;B2
foulard;B1
foule;B1
fouler(se);B2
foulure;B2
four;B2
fourchette;A1
fourgon;B2
fourgonnette;B2
fournir;B1
fourrière;B2
fourrure;B2
foyer;B2
fraction;B2
fracture;B1
fracturer (se);B2
fragile;A2
fragilité;B1
fragment;B2
fraîcheur;B1
frais;A2
fraise;B2
framboise;B2
framboisier;B2
franc;B2
franc suisse;B2
français (n. + adj.);A1.1
franchir;B2
franchise;B2
franchissement;B2
francophone;B1
frappant;B2
fraternel;B2
fraternité;A1
freinage;B2
freiner;B1
fréquence;B1
fréquent;B2
fréquentation;B2
frère;A1.1
friable;B2
frigidaire;B1
frigo;A1
frigorifié;B2
frire;B2
frisé;B1
frisée;B2
frisquet;B2
frit;B2
frites;A2
friteuse;B2
friture;B2
froid (adj.);A1.1
froid (n.);A2
froisser;B2
fromage;A1.1
fromage à raclette;B2
fromage blanc;B1
front;B1
frontal;B2
frontière;A1
frotter;B2
fruit;A1.1
fruit sec;B2
fruité;B2
fruitier;B2
fruits de mer;B1
fumé;B1
fumée;A2
fumer;B1
fumeur;A1
fusil;B2
fusion;B2
futur;A2
gagnant;B1
gagner;A1.1
gai;A2
gaieté;B2
gain;B2
galerie;B2
galop;B2
gant;A1
gant de toilette;B2
garage;A1
garagiste;B1
garantir;B2
garçon;A1.1
garde à vue;B1
garde-frontière;B2
garder;A1
garderie;B1
gardien;B2
gardien de la paix;B2
gare;A1.1
gare d'arrivée;B2
gare maritime;B2
gare routière;B2
garer (se);B1
garnir;B2
gaspillage;B1
gastrique;B2
gastro-entérite;B2
gâteau;A1.1
gauche;A1.1
gaucher;B2
gaucherie;B2
gaz;A1
gazelle;B2
gazeux;B2
gazole;B1
gazon;B2
géant;B2
gel;B2
gel-douche;B2
gelé;B1
gelée;B2
gélule;B1
gendarme;B1
gendarmerie;B1
gendre;B2
gène;B2
gêne;B2
gêné;B2
gêner;B2
généralisation;B1
généraliser;B1
généraliste (med);B2
génération;B2
générer;B2
généreux;B1
générique;B1
générosité;B1
génétique;B2
génial;A2
génie;B1
génisse;B2
genou;A2
genre;B1
gens;A2
gentil;A1.1
gentillesse;B1
géographie;A2
géométrie;B2
géométrique;B2
géophysique;B2
gérant;B1
gésier;B2
geste;A2
gibier;B2
gigantesque;B2
gigot;B2
gilet;B2
girafe;B2
gîte;B1
glace;A1.1
glacé;B1
glace ;A1.1
glacial;B1
glacière;B1
glissant;B1
glisser (se);B1
globe;B1
GN et demi;B2
GN trois quarts;B2
GN un quart;B2
golf;B1
gourde;B2
gourou;B2
goût;A1
goût (avoir bon/mauvais -);A2
goûter (n.);A1.1
goûter (verbe);A1
goutte;A2
gouttes;B2
gouvernement;A1
gouvernemental;B1
gouverner;B1
grâce à;B1
grade;B2
gradins;B2
graduer;B2
grain;B2
graissage;B2
graisser;B2
grammaire;A1
gramme;A1
grand;A1.1
grand magasin;B1
grande école;B2
grande surface;B1
grandes lignes;B2
grandeur;B2
grandir;B1
grand-mère;A1
grand-oncle;B2
grand-père;A1
grands-parents;A2
grand-tante;B2
granit;B2
graphique;B2
gras;B1
gratin;B2
gratuit;A1
grave;A1
gravité;B2
grec;B2
grêle;B2
grenat;B2
grève;A1
gril;B2
grillade;B1
grillé;B1
griller;B1
griller un feu rouge;B2
grimper;B2
grincement;B2
grincer;B2
grippe;A2
grippé;B1
gris;A1
gris (n.);A2
grogner;B2
gronder;B2
gros;A1.1
groseille;B2
grossir;A2
grossissement;B2
groupe;A1
gruyère;B1
GSM;B2
guêpe;A2
guéri;A2
guérir;A2
guérison;B2
guerre;A2
gueuler;B2
guichet;A2
guichet électronique;B2
guide;A2
guillemet;B2
guitare;A1
gymnase;B1
gymnaste;B2
gymnastique;B2
gynécologie;B2
gynécologique;B2
gynécologue;B2
habile;B2
habileté;B2
habillement;B2
habiller (s');A2
habitant;B2
habiter;A1.1
habitude;A2
habituel;B1
habituellement;B1
habituer (s');B1
haché;B2
hachis;B2
haine;B1
haïr;B2
hâlé;B2
hall;B1
hameau;B2
hanche(s);B2
handball;B2
handballeur;B2
handicapé;B1
hangar;B2
harcèlement;B2
hardiesse;B2
hareng;B2
haricots;A2
haricots verts;B2
harmonie;B2
harmoniser (s');B2
hasard (par-);A2
hâter;B2
hâtivement;B2
hausse;B1
haut;A1.1
haut débit;B2
hautes écoles;B2
hauteur;A2
haut-fonctionnaire;B2
hebdomadaire;B1
hébergement;B2
héberger;B2
hectare;B2
hélicoptère;B2
hémisphère (nord/sud);B2
hépatite;B2
herbe;B1
herbes de Provence;B2
héron;B2
hésiter;B1
hêtre;B2
heure;A1.1
heure (être à l' );A2
heureux;A2
hibou;B2
hier;A1
hiérarchie;B2
hi-fi;A1
hindouisme;B2
hindouiste;B2
hippopotame;B2
hirondelle;B2
hisser (se);B2
histoire;A2
hiver;A1.1
hivernal;B2
HLM;B1
hobby;B2
hockey;B2
homard;B2
homme;A1.1
homogène;B2
homologue;B2
honnête;B1
honnêteté;B2
honoraires;B2
honte;B1
honteux;B2
hôpital;A1
horaire(s);A2
horizontal;B1
hormone;B2
horrible;B1
hors de;B2
hospitalier;B2
hospitalisation;B1
hospitaliser;B1
hôtel;A1.1
hôtel de ville;B1
hôtesse;B1
huile;B1
huître;B1
humain;A2
humeur;B2
humide;A1
humidifier;B2
humidité;B1
hydro-;B2
hydrogène;B2
hyène;B2
