words;level
hygiène;B1
hygiénique;B1
hypermarché;B1
hypocrisie;B2
hypothèse;B1
hyprocrite;B2
ici;A1.1
ici et là;B2
idée;A1.1
identique;B1
identité;A2
idéologie;B2
idiome;B2
il existe GN;B2
il fait (+ adj.);B2
il fait (+ température);B2
il faut;A1
il faut que;B2
il importe que;B2
il se peut;B2
il y a;A1.1
île;A1
île flottante;B2
illégitime;B2
image;B2
imaginer;B1
imam;B1
imbécilité;B2
imitation;B2
imiter;B2
immédiat;B1
immédiatement;B1
immense;B1
immeuble;A1.1
immigrant;B2
immigration;B1
immigré;B1
immigrer;B1
imminent;B2
immobile;B1
immobiliser (s');B2
impact;B1
impair;B1
impasse;B1
imperceptible;B2
impliquer;B2
importance;B1
important;A1.1
importation;B2
importer;A1
impossibilité;B2
impossible;A2
imprévu;B2
imprimante (sauf Prim);A2
imprimer;A1
improbable;B1
impulsif;B2
inacceptable;B1
inadmissible;B2
inapte;B2
inaptitude;B2
inattendu;B2
inaudible;B2
incapable;B1
incassable;B1
incendie;B1
incessant;B2
incident;B2
incliner;B2
inclure;B2
inclus;B1
inclusion;B2
incompétent;B1
inconnue (math);B2
indemnisation;B2
indemnités;B2
indemnités de transport;B2
indépendant;B2
indétectable;B2
index;B2
indicatif;B2
indice;A1
indifférence;B1
indifférent;B1
indiquer;B2
indispensable;B1
indisponible;B2
individu;B1
inductif;B2
induction;B2
induire;B2
industrie;A1
industriel;B1
inégalité;B1
inévitable;B1
inexact;B1
inexistant;B2
infantile;B2
infarctus;B2
infect;B2
infectieux;B2
infection;B2
inférieur;B1
infériorité;B1
infini;B2
infirmerie;A2
infirmier;B1
inflammation;B2
inflation;B2
influence;B2
influenceur;B1
information;A1.1
informatique;A2
informer ;A2
informer (s');B1
infos;A2
infra-;B2
infrastructure;B2
ingénieur (sauf Prim);A2
ingrédient;A2
inintéressant;B2
initial;B1
initiative populaire;B2
injection;B2
injure;B2
injurier;B2
injurieux;B2
injustice;B1
innovation;B2
innover;B2
inoccupé;B2
inodore;B2
inondation;B2
inquiet;B1
inquiétant;B2
inquiétude;B1
insalubre;B2
insalubrité;B2
inscription;A1
inscrire (s');A2
insecte;B2
insignifiant;B2
insipide;B2
insistant;B2
insister;B2
inspecteur;B1
instabilité;B2
instable;B2
installer ;A2
installer (s');A2
instant;B1
instantané;B2
institut;B1
instruire (s');B2
instrument (de musique);A1
instrument à cordes/à vent;B2
instrumentiste;B2
insuffisant;B1
insulaire;B2
insultant;B2
insulte;B1
insulter;B2
insupportable;B1
intelligemment;B1
intelligent;A1
intensité;B2
intention;B1
interdiction;B1
interdire;B1
interdit;A2
intéressant;A2
intéresser à (s');B1
intérêt;B1
intérieur;A1
intérimaire;B2
interlocuteur;B1
intermédiaire (adj);B1
interminable;B2
intermittent;B2
international;A2
internaute;B2
interne;B2
Internet;A1
interpellation;B2
interpeller;B2
interphone;B2
interprétation;B1
interprète;B1
interpréter;B2
interrogatif;B2
interrogation;B1
interrogatoire;B2
interroger;B1
intersection;B2
intervalle;B2
intervenir;B2
intervention;B2
interview;B1
intestin;B2
intestinal;B2
intolérable;B2
intolérance;B2
intonation;B1
intrigué;B2
intriguer;B2
introduction;B2
introduire;B1
inutile;A2
inutilement;B1
inutilisable;B2
inutilité;B2
invalide;B2
invariable;B2
inventer;B1
invention;B1
inverse;B2
invisible;B1
invité;A2
inviter;A1.1
invoquer;B2
iPhone;B1
irakien;A2
iris;B2
irrationnel;B1
irrégulier;B1
irrégulièrement;B2
irritable;B2
irritation;B2
irrité;B1
irriter;B2
islam;B2
Islande;B2
isocèle;B2
isoler;B2
israélite;B2
italien;A2
itinéraire;B2
J.T;B2
jaguar;B2
jalousie;B1
jaloux;B1
jamais;A1.1
jambe;A1
jambon;A2
jambonneau;B2
janvier;A1.1
Japon;B2
japonais;B1
jardin;A1.1
jardin ;A1.1
jardin d'enfants;B1
jardinage;B1
jardiner ;B1
jardinière;B2
jaune;A1.1
jaunir;B1
je t'invite;A1.1
jeans;A1.1
jet;B2
jeter;A2
jeter dans (se);B2
jeu;A1.1
jeu d'adresse;B2
jeu de boules;B1
jeu de cartes;A1.1
jeu de cartes ;A2
jeu de dames;B1
jeu de hasard;B1
jeu de l'oie;B2
jeu de société;A2
jeu électronique;B2
jeu vidéo;A2
jeudi;A1.1
jeune;A1.1
jeune fille;A2
jeune homme;A2
jeunes gens;B2
jeunesse;B1
jeux olympiques;A2
job;A2
jockey;B2
jogging;B2
joie;A2
joindre;B2
joint;B2
joli;A1
jonquille;B2
joue;A2
jouer;A1.1
jouer (à);A2
jouer (de);A2
jouer contre;B1
jouet;A1.1
joueur;A2
joueur de golf;B2
jour;A1.1
jour férié;B2
jour ouvrable;B2
journal;A1.1
journal télévisé;B1
journalier;B2
journaliste;B1
journalistique;B2
journée;A1.1
joyeux;A2
judaïsme;B2
judiciaire;B2
juge;B2
jugement;B1
juger;B1
juif;B1
juillet;A1.1
juin;A1.1
jumeaux;B1
jument;B2
jupe;A1.1
jurer;B2
juron;B2
jus de fruits;A1.1
jus d'orange;A1.1
jusqu'à;B1
jusqu'à ce que;B2
juste;A1
justesse;B2
justice;A1
justifier;B1
kilo;A1.1
kilomètre;A1
kilomètre-heure (km/h);A2
kiosque;B2
kiwi;B2
L (taille);B2
là;A1.1
la plupart;B1
la plupart de;B1
là-bas;A1.1
lac;A1
lacets;B2
lâche;B2
lacune;B2
laine;A1
laineux;B2
laisser;A2
lait;A1.1
lait en poudre;B2
lait entier;B2
laitages;B2
laiterie;B2
laitue;B2
lamentables;B2
lamenter (se);B2
lancer;B1
langage;B1
langouste;B2
langoustine;B2
langue;A1
langue étrangère;A1
langue vivante;A1
langues;A2
lapin;A1
lard;B2
large;A1
largesse;B2
largeur;A1
las;B2
lasagne;B1
lassé;B2
lasser;B2
lassitude;B2
latéral;B2
latin;B2
latino-américain (n. + adj.);A2
latitude;B2
lavabo;B1
lavage;B1
laver (se);A1.1
laver la vaisselle;B2
leçon;A1.1
lecteur  ;B1
lectrice;B2
lecture;A1.1
légale;B2
léger;A1
légiférer;B2
législatif;B2
légitime;B2
légume;A1.1
lendemain;B1
lent;A1.1
lentement;A2
lenteur;B2
lentille;B2
lentille (de contact);B1
lésion;B2
lessive;A2
lettre;A1.1
lettre de motivation;B1
leucémie;B2
levé (être - );A2
levée;B2
lever (se);A1.1
lèvre;A2
lexique;B2
libéral;B1
libéralisme;B1
libérer;B2
liberté;A1
librairie;A2
libre;A2
librement;B1
licence;B1
licenciement;B1
licencier;B1
lien de parenté;B2
lieu;A2
lieu (de naissance);A1
lieu-dit;B2
lièvre;B2
ligament;B2
ligne;A2
ligne continue;B2
lilas;B2
limite;B2
limité;B2
limiter;B2
limonade;B1
lin;B2
linéaire;B2
linge;B2
lingerie;B2
linguistique;B2
lion;A1
liquide;B1
lire;A1.1
lisse;B1
liste;A2
lit;A1.1
litre;A1
littérature;B2
littoral;B2
livre;A1.1
livrer à domicile;B2
livret;B2
local (adj);B1
local (n.) (lieu);B2
local poubelles;B2
localisé;B2
localiser;B2
locataire;A1
locatif;B2
location;A1
locomotive;B2
locuteur;B2
logement;A2
logement social;B2
loger;B1
logiciel;B2
logique;B1
loi;A1
loin;A1.1
loin (de);A2
lointain;B2
loisir;A2
long ;A1
long métrage;B2
longer;B2
longitude;B2
longitudinal;B2
longtemps;A1
longueur;A1
lorsque;B1
losange;B2
lotion;B2
loto;B2
lotte;B2
louange;B2
louche;B2
loucher;B2
louer;A1
loup;B1
lourd;A1
loyal;B2
loyauté;B2
loyer;B1
lu;A2
luge;B2
lumière;A2
lumineux;B1
lundi ;A1.1
lunettes;A1.1
lunettes de soleil;A1.1
lusophone;B2
lutte;B2
luxation;B2
lycée (sauf Prim);A1
lycéen;B2
lys;B2
M (taille);B2
macaroni(s);B2
mâche;B2
machine à laver;A2
macho;B2
mâchoire;B2
maçon;B2
macro-;B2
madame;A1.1
mademoiselle;A1
magasin;A1.1
magazine;B1
magie;B1
magique;B1
magnétoscope;B2
magnolia;B2
mai;A1.1
maigre;A1
maigrir;A2
mail;A2
maillot;B2
maillot de bain;A1.1
maillot de bain ;A1
main;A1.1
maintenant;A1.1
maintenir (se);B2
maire;A2
mairie;A1
mais;A1.1
maïs;B1
maison;A1.1
maison de campagne;B2
maître;A2
maître d'hôtel;B1
maîtresse;B2
maîtrise;B2
majorité;B1
mal (adj.);A2
mal (avoir-);A1
mal de (avoir un -);B2
mal payé;B2
malade;A1.1
malade (n.);A2
maladie;A1
maladie professionnelle;B2
maladresse;B2
maladroit;B1
malaise;B1
mâle;B1
malentendant;B1
malgré;B2
malheureux;A2
malle;B2
malsain;B2
malvoyant;B1
maman;A1.1
mandat;B2
manger;A1.1
manifestation;B1
manifeste;B2
manifester;B1
manifester (se);B2
manipuler;B2
manquant;B2
manque;B2
manqué;B2
manquer;A2
manteau;A1.1
manucure;B2
manuel;B1
maquereau;B2
maquillage;B1
maraîcher;B2
marbre;B2
marbré;B2
marchand de fruits et légumes;A2
marchand de journaux;A2
marché;A1.1
marche (activité);B1
marcher;A1.1
marcheur;B1
mardi;A1.1
mare;B2
marginalisation;B2
marguerite;B2
mari;A1
mariage;A1
marié;A1
marier (se);A2
marin;B2
marin pêcheur;B2
mariner;B2
maritalement;B2
maritime;B2
marketing;B2
marque (substantif);B1
marqueur;B2
marrant;B2
marron (adj.);A2
marron (n.);A2
marronnier;B2
marrons;B2
mars;A1.1
masculin;A1
massage;B1
masse;B2
masseur;B2
massif;B2
mass-media;B2
master;B1
mat;B1
match;A1.1
match aller;B2
matelas;B1
matériau;B2
matériel (substantif);B1
maternel (adj.);A2
maternité;A2
mathématiques;A2
matière;A2
matière (scolaire);A1.1
matière grasse;B2
matin;A1.1
matinée;B1
matrimoinial;B2
mauvais;A1
mauvais goût;B2
mauvaise humeur;B2
mauve;B2
maximum;B2
mécanicien;A2
mécanique;B2
méchanceté;B1
méchant;B1
mécontent;B1
mécontentement;B1
médecin;A1
médecin conventionné;B2
médecin de garde;B2
médecin traitant;B2
médecine  ;B1
médecine générale;B1
média;B1
médiane;B2
médiathèque;B1
médiatique;B1
médiatisation;B2
médical;A2
médicament;A1
médire;B2
médisance;B2
médisant;B2
Méditerranée;B2
méditerranéen;B2
meeting;B2
méfiance;B1
méfiant;B1
méfier (se);B2
meilleur;B1
mél;A1
mélancolie;B2
mélancolique;B2
mélange;B2
mélanger;A2
melon;B2
membre;A2
même;A1
même si;B1
mener;B2
méningite;B2
mensonge;B1
mensonger;B2
mensuel;B1
mental;B2
menteur;B1
mention;B2
mentir;B1
menton;B1
menu;A1.1
menu du jour;B2
mépris;B2
méprisant;B2
mépriser;B2
mer;A1.1
mer du Nord;B2
mercredi;A1.1
mercure;B2
mère;A1.1
meringue;B2
merlan;B2
merveilleux;B2
mesclun;B2
message;A1
messe;B1
mesure;B2
mesuré;B2
mesurer;A1
métal;B1
métallique;B1
météo;A1
méthode;B2
métier;A1
mètre;A1
mètre carré;A1
mètre cube;B1
mètre par seconde;B2
métro;A1.1
metteur en scène;B1
mettre;A1.1
mettre à (se);B1
mettre à la boîte;B1
mettre à la porte;B2
mettre au chômage;B2
mettre au four;B2
mettre debout (se);B1
mettre en marche;B2
mettre en mouvement;B2
mettre en ordre;B2
mettre en place;B2
mettre en valeur;B2
mettre ensemble;B1
mettre la ceinture (de sécurité);B2
mettre la table;B1
mettre le couvert;B2
mettre un pansement;B2
meuble;A2
meublé;B1
miauler;B1
miche;B2
micro-;B2
microbe;B2
microbien;B2
micro-ondes (four à);B1
microscopique;B2
midi;A1.1
mieux;B2
migraine;B2
migrant;B1
migration;B1
mijoter;B2
milieu;B1
militaire;B2
militant;B2
mille;A1
millefeuilles;B2
milliard;B1
millième;B1
millier;B1
millimètre;A2
million;A1
mimosa;A1
mince;A2
minéral;B2
minimiser;B2
ministère;B1
ministériel;B2
ministre ;A1
minitel;B2
minorité;B1
minuit;A1
minuscule;B2
minute;A1.1
mirabelle;B2
mise;B2
mise à l'écart;B2
miser;B2
misère;B1
misogynie;B2
mission;B1
mi-temps;B2
mixeur;B2
mobile;B1
mode;A2
modèle;A2
modem;B2
modération;B2
modéré;B2
moderne;B1
modification;B1
modifier;B2
modifier (se);B1
moelle épinière;B2
moine;B2
moins;A1.1
moins de;A2
mois;A1.1
moite;B2
moiteur;B2
moitié;A1
moka;B2
molécule;B2
mollesse;B2
moment;A1
momentané;B2
monarchie;A2
monastère;B2
monde;A1
monde politique;B2
moniteur;B2
monnaie;A2
monocoque;B2
monoparentale;B2
monsieur;A1.1
mont;B2
montagne;A1.1
montant;B2
montée;B1
monter;A1
montre;A1
montrer ;A2
monument;A2
moquer (se);B1
moquerie;B2
moquette;B2
moqueur;B2
morceau;A2
morphologie;B2
mort (adj.);A1
mort (n.);A2
mortadelle;B2
morue;B2
mosquée;A2
mot;A1.1
mot de passe;A2
moteur;A1
motif;B2
motivation;B1
motivé;B1
moto;A1
motocyclette;B2
mou;A2
mouche;A1
mouchoir;A2
moudre;B2
mouillé;A1
mouiller;B1
moule;B2
moules;A2
mourir;A1
mousse au chocolat;B2
mousseux;B2
moustache;A2
moustachu;B1
moustique;A1
moutarde;B1
mouton;A1
mouvant;B2
mouvement;A2
mouvement religieux;B1
mouvoir (se);B2
moyen;A2
Moyen Age;B2
moyen d'information;B2
moyenne;B1
muguet;B2
multicolore;B1
multicoque;B2
multimédia;B2
multinationale;B2
multiple;B2
multiplication;B1
multiplier;B1
multitude;B2
municipal;B1
mûr;B1
mur ;A2
mûre;B2
muscat;B2
muscle;A2
musculaire;B2
musée;A2
music-hall;B2
musicien;A2
musique;A1.1
musulman;B1
mutation;B2
mutualité;B2
mutuelle;B1
myopathie;B2
myopathique;B2
myope;B2
myopie;B2
myrtille;B2
nager;A2
nageur;B2
nain;B2
naissance;A1
naître;A1
narine;B2
nasal;B2
natation;A2
natif;B1
nation;B1
national;A2
nationale (route);B2
nationalisme;B1
nationalité;A1.1
nationalité (avoir/demander la - + adj );A2
naturalisation;B2
naturalisé;B2
nature;A2
naturel;B1
né;A1
ne faire que;B2
ne pas arrêter de;B1
ne pas avoir;B2
ne pas empêcher;B2
ne pas être dans son assiette;B2
ne pas se sentir bien;B1
nécessaire;A2
négatif;B2
négligeable;B2
négociateur;B2
négociation;B1
négocier;B1
neige;A1
n'empêche que;B2
nerf;B2
nerveux;B1
nervosité;B2
net;B1
nettoyant;B2
nettoyer;A2
neuf;A1.1
neuro-;B2
neurologie;B2
neurologique;B2
neurologue;B2
neuronal;B2
neutre;B2
neveu;A2
nez;A1.1
ni…ni;B1
nicotine;B2
nièce;A2
nier;B2
n'importe où;B1
n'importe quand;B1
n'importe quel;B1
niveau;B2
Noël;A2
noir;A1.1
noir (n.);A2
noircir;B1
noisette;B2
noix;B2
noix de coco;B2
nom;A1.1
nom de famille;A1.1
nom de femme mariée;A2
nom de jeune fille;A2
nombre;A1
nombre (0 à 99);A1.1
nommer;B1
nommer (se);B2
non natif;B2
non titulaire;B2
nonchalant;B2
non-croyant;B2
non-fumeur;B2
non-pratiquant;B2
non-voyant;B1
nord;A1
nord-est;B1
nord-ouest;B1
normal;A1
normalement;B1
normalité;B2
nostalgie;B2
notamment;B2
notation;B2
note;A1
noter;B2
notes de cours;B2
notion;B2
n'oubliez pas (sauf Prim);A1
nouer;B2
nouilles;B2
nourrir;B1
nourrissant;B2
nourriture;B2
nouveau;A1.1
nouvel arrivant;B1
nouvelles;B2
novembre;A1.1
noyau;B1
noyer;B2
nuage;A1
nuageux;B1
nuance;B1
nuit;A1.1
nul;A2
nulle part;B1
nullité;B2
numérique;B1
numéro;A1.1
numéro de compte;B2
numéro de sécurité sociale;B1
nutritif;B2
nutrition;B2
nylon;B2
obèse;B2
objectif;B1
objectif (nom et adj.);B2
objet;A1
objets trouvés;B1
obligatoire;B1
oblique;B2
obliquer;B2
obscur;B2
obscurité;B1
observer;B1
obstacle;B2
obtenir  ;B1
obtenir la nationalité;B1
occasionnel;B2
occasionnellement;B2
occasionner;B2
occupation;B2
occupé;B1
occuper;B2
occuper (s'-de);A2
océan;A1
océan Atlantique;B2
Océanie;A2
océanien;B2
océanique;B2
octobre;A1.1
oculaire;B2
odeur;A1
odorant;B2
odorat;B2
œil;A1
œillet;B2
œuf;A1.1
œuvre d'art;B1
office de tourisme;B1
officiel;B1
offre;B2
offre d'emploi;B1
offre spéciale;B1
offrir;A1
oie;B2
oignon;B2
oiseau;A1
olivier;B2
ombre;B1
omelette;B2
omnibus;B2
omoplate;B2
oncle;A2
onde;B2
ondée;B2
ongle;B1
opéra;B1
opération;A1
opéré;B2
opérer;A2
ophtamologique;B2
ophtamologue;B2
opinion;B1
opportunité;B2
opposer;B2
opposer à (s');B1
opposition;B1
optimisme;B1
optimiste;B1
option;B2
optionnel;B2
or;B1
orage;A1
oral;A1
orange (adj.);A2
orange (n.);A1.1
oranger;B1
orbite;B2
orchestre;B2
orchidée;B2
ordinaire;A2
ordinal;B2
ordinateur;A1
ordonnance;A1
ordonné;B1
ordonner;B1
ordre;B2
oreille;A1
oreiller;B1
oreillons;B1
organe;B1
organisation professionnelle;B1
organisation syndicale;B1
organiser;A1
organisme;B2
organisme génétiquement modifié (OGM);B2
orgueuil;B2
orgueuilleux;B2
orientation;B2
orienter(s');B2
original;B1
originalité;B1
origine;A1
orphelin;B1
orteil;B2
orthodoxe;B1
orthographe;A2
os;B1
oscillation;B2
oser;B2
ôter;B2
oto-rhino-laryngologie;B2
ou;A1
où;A1
ou bien;A2
oublier;A2
ouest;A1
ouïe;B2
ouragan;B2
ours;B2
outils;B1
ouvert;A2
ouverture;A2
ouverture d'esprit;B2
ouvrage;B2
ouvrier;B1
ouvrir;A1.1
ouvrir des négociations;B2
ovale (n. et adj.);B1
oxydation;B2
oxyde;B2
oxygène;B2
pacs;B1
pacsé;B1
pacser (se);B1
paella;B2
paiement;B1
pain;A1.1
pain au chocolat;B1
pain aux raisins;B2
pain complet;B2
pain de campagne;B2
pair;B1
paire;B1
paix;A1
palace;B2
palais;B2
pâle ;B1
palper;B2
pamplemousse;B2
pancréas;B2
panier;B1
panique;B2
panne;A2
panne sèche;B2
panneau  ;B1
panneau d'affichage;B1
pansement;B1
panser;B2
pantalon;A1.1
panthère;B2
pantoufles;B2
papa;A1.1
Pape;B2
papeterie;B1
papier;A1.1
papier hygiénique;B2
papier peint;B1
papiers (identité);A1
papier-toilette;A2
papoter;B2
paprika;B2
Pâque juive;B2
paquerette;B2
Pâques;A2
paquet;A1
par;A1
par à-coups;B2
par ailleurs;B2
par alliance;B2
par conséquent;B2
par endroits;B2
par hasard;B2
par ici;B1
par intermittence;B2
par là;B1
par là-bas;B2
par moment;B1
par périodes;B2
par terre;B1
paraître;B2
parallèle;B2
paramètre;B2
parapluie;A1
parc;A1.1
parc d'attractions;B1
parc de stationnement;B2
parce que;A1
par-ci par-là;B2
parcourir;B2
parcours;B2
par-derrière;B2
par-dessous;B2
par-dessus;B2
par-devant;B2
pardon;A1
pare-brise;B2
pare-chocs;B2
pareil;A1
parent;A1.1
parent proche;B2
parental;B1
parenthèse;B2
parents adoptifs;B1
parents biologiques;B1
parfait;A1
parfois;B2
parfum;A1
parfum de;B1
parfumé;A2
parfumer;A2
pari;B2
parka;B2
parking;A1
parlant;B2
parlé;A2
parlement;B1
parlementaire;B1
parler;A1.1
parole;B1
parquer (se);B2
parquet;B2
part;B1
partage;B1
partager;B1
partenaire;B2
partenariat;B2
parti (n.);B1
participant;B1
participer;A2
particule;B2
particulier;B2
particulièrement;B2
partie;A2
partiel;B2
partir;A1.1
partout;B1
pas cher;B2
pas du tout;B1
pas mal;A1
pas mal de;B1
pas ordinaire;B2
pas un;B2
passable;B1
passage;B1
passage à niveau;B2
passager;A1
passé;B1
passé composé;A2
passé simple;B2
passeport;A1
passer;A1
passer (se);A1
passer au mixeur;B2
passer l'aspirateur;B1
passer une annonce;B2
passer une radio;B2
passerelle;B2
passe-temps;B2
passif;B1
passion;A2
passionnant;B2
passionner pour (se);B1
pastel;B2
pasteur;B2
pastis;B2
patch;B2
pâte;B1
pâté;A2
paternel;B1
pâtes;A1
pathologie;B2
pathologique;B2
patient;B1
patinoire;B2
patins;B2
pâtisserie;A2
pâtissier;A2
patois;B2
patriarche;B2
patron;A2
patronat;B2
patte;B2
paume;B2
paupière;B2
pauvre;A1
pavillon;B1
payant;B1
payé (bien/mal);A2
payer;A1
pays;A1.1
paysage;A2
PDG;B2
péage;B1
peau;A1
pêche;B1
pêcher;B1
pêcheur;B2
pectoral;B2
pédagogie;B2
pédiatre;B2
pédiatrie;B2
pédiatrique;B2
peigne;A1
peignoir;B2
peindre;A2
peine;B1
peiné;B2
peiner;B2
peintre;A2
peinture;B1
peler;B1
pelouse;A2
penché;B1
pencher (se);B1
pendant;A1
pendant que;B2
pendu;B2
pénétrer;B2
pénible;B1
péninsule;B2
pensée;B1
penser;A1
pension  ;B1
pension complète;B1
perçant;B2
perceptible;B2
perception;B1
percevoir;B2
percussions;B2
perdant;B1
perdre;A1
perdre connaissance;B2
perdre la nationalité;B1
perdrix;B2
perdu;B1
père;A1.1
perfectionnement;B2
performance;B2
perfusion;B2
périmé;B2
périmètre;B2
période;B1
périodicité;B2
périodique;B2
périphérie;B2
périphérique;B2
permanent;B1
permettre;B1
permis de conduire;A1
permis de séjour;B2
permission;B1
perpendiculaire;B2
perruque;B2
persil;B2
persistance;B2
persistant;B2
persister;B2
personnalité;B2
personne (n.);A1.1
personne âgée;B2
personnel;A2
perte;B1
pesant;B2
pesanteur;B2
peser;A1
peso;B2
pessimisme;B1
pessimiste;B1
pétanque;B2
péter (casser);B2
pétillant;B2
petit;A1.1
petit ami;A2
petit boulot (job d'étudiant);B1
petit four;B2
petit nom;B2
petit pain;B2
petit pain au lait;B2
petit-déjeuner (n.);A1.1
petite annonce;A2
petite cuiller;B1
petite-fille;A2
petite-nièce;B2
petit-fils;A2
petit-neveu;B2
petits chevaux;B2
petits pois;B2
petits-enfants;A2
pétrole;B2
peu (un);A1
peu à peu;B2
peu de;B2
peuplier;B2
peur;A2
peureux;B1
peut-être;A1.1
phalange;B2
phare;A2
pharmaceutique;B2
pharmacie;A1
pharmacien;A2
phase;B2
phénomène;B2
philosophe;B1
philosophie;B2
philosophique;B1
phonétique;A2
photo;A1
photo-;B2
photo ;A1.1
photocopie;A2
photocopier (sauf Prim);A2
photocopieuse;B1
photographie;A2
photographique;B2
phrase;A1
physique;B1
piano;A1
pic;B2
pichet;B2
pickpocket;B1
pie;B2
pièce ;A1.1
pièce de rechange;B2
pièce de théâtre;A2
pièce d'identité;A1
pièces;B2
pied;A1.1
pierre;B1
pile;B2
pilote;B1
piloter;B1
piment;B2
pin;B2
pincée;B2
ping-pong;B2
pintade;B2
piolet;B2
pion;B2
pipe;B2
piquant;B2
pique-nique;A2
pique-niquer;B1
piquet de grève;B2
piqûre;A2
pire;B1
piscine;A1
piste  ;B1
piste cyclable;B1
pistolet;B2
piston;B2
pittoresque;B2
pivoine;B2
pizza;A1
placard;B1
place;A1
placé;B1
placements;B2
placer;B2
plafond;B1
plage;A1.1
plaie;B2
plaindre (se);B2
plaine;B2
plainte;B1
plaintif;B2
plaire;B1
plaisanter;B1
plaisanterie;B1
plaisir (avec) (sauf Prim);A2
plan;B1
plan de carrière;B2
plan d'eau;B2
plan d'épargne-logement;B2
plan social;B2
planche à voile;B2
plancher;B2
planète;A2
plantaire;B2
plante;A1
plaque;B2
plaquette;B2
plasticien;B2
plastique;A2
plat (adj.);A1
plat (n.);A1
plat cuisiné;B1
plat du jour;A2
platane;B2
plateau;B2
plateforme;B2
plâtre;B2
plein;A1
plein (n.);A2
pleurer;A2
pleuvoir à seaux;B2
plexiglas;B2
plier;B2
plomb;B2
plombage;B2
plombé;B2
plombier;A2
plonger;B2
pluie;A1.1
plupart (la);B1
pluriel;A1
plurilingue;B1
plus;A1.1
plus de;B2
plus loin;A2
plus près;A2
plus tard;A2
plus tôt;A2
plusieurs;B1
pluvieux;B2
pneu;B1
podologue;B2
poêle;A2
poésie;B2
poids;A1
poids lourd;B2
poignet;B2
poil;B1
poing;B2
point;A1
pointure;A1
poire;B1
poireau;B1
poirier;B2
poisseux;B2
poisson;A1.1
poissonnerie;B1
poissonnier;A2
poitrine;B1
poivre;A1
poivré;B1
poivrer;B1
poker;B2
polaire;B1
pôle;B1
Pôle-emploi;B1
police;A1
police-secours;B2
policier;A2
politique;A1
pollution;B1
polonais;A2
polyester;B2
polygamie;B2
polygone;B2
polynôme;B2
polystyrène;B2
polyvalent;B2
pommade;B2
pomme;A1.1
pomme d'adam;B2
pomme de terre;B1
pommier;B1
pompe à essence;B2
pompier;A1
pompiste;B2
ponctuation;B2
pont;A1
pope;B2
populaire;B2
populiste;B2
porc;A1
porche;B2
port;B1
portable (adj.);A2
portable (n.);A1
porte;A1.1
porte d'embarquement;B2
portée;B2
porter;A2
porter (vêtements);A1.1
porter plainte;B1
porteur;B1
porteur de handicap;B2
portier;B2
portière;B1
portion;B2
porto;B2
pose;B2
posé;B2
poser;A2
positif;B2
position;B1
positionné;B2
